,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
2111,"625 W Deer Valley Rd, Ste 107","(None, None, None, None, None, None, None, True, None, True, None, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, None, casual, None, False, False, 1, False, None, True, None, None, None)",a48i_DFln5e1oaJKNM6BUg,"Restaurants, Sandwiches, Fast Food",Phoenix,,1,33.6830628,-112.0819628,Subway,,85027,7,2.5,AZ
2112,"2316 W Bethany Home Rd, Ste 113","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",AWOZ5PCaxW8KWQl0KJhTMA,"Restaurants, Fast Food, Sandwiches",Phoenix,"(7:0-21:30, 7:0-21:30, 8:0-21:0, 8:30-21:0, 7:0-21:30, 7:0-21:30, 7:0-21:30)",1,33.5247189,-112.1095327,Subway,,85015,7,4.0,AZ
2113,16816 N 35th Ave,"(None, None, full_bar, None, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, False, None, None, None, None, None, None, None, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': True}, None, None, True, None, None, None, True, 2, None, None, None, outdoor, True, None)",UD3G6VlGBJ1GxKaKVtB-8A,"Bars, Nightlife, Restaurants",Phoenix,,0,33.6390629,-112.1366725,Hardtailz,,85053,3,3.5,AZ
2114,"3555 W. Van Buren #109, Ste 109","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, loud, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",vUl0QJNtI-Q70eUsQEKlbg,"Pizza, Fast Food, Restaurants",Phoenix,"(10:30-23:0, 10:30-22:0, 10:30-23:0, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0)",1,33.4508358,-112.1364546,Little Caesars Pizza,,85009,4,2.0,AZ
2115,4515 N 16th St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, False, yes_free, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, False, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, quiet, None, False, casual, None, False, True, 2, True, True, True, None, True, no)",eJab5373h0eZiOYnMPG4dg,"Indian, Pakistani, Buffets, Seafood, Restaurants",Phoenix,"(17:0-21:0, 17:0-21:0, 17:0-21:0, None, 17:0-21:0, 17:0-21:0, 17:0-21:0)",1,33.5027003,-112.0468083,Flavors of India,,85016,254,4.0,AZ
2116,4710 E Warner Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, False, None, None, False, None, False, True, {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, True, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, average, None, True, casual, None, False, True, 2, False, True, True, outdoor, True, free)",JRo3APL5f4-TEkuI-SoDcA,"Restaurants, Nightlife, Food, Bars, Sports Bars, Chicken Wings, American (Traditional), Burgers",Phoenix,"(11:0-2:0, 11:0-0:30, 11:0-2:0, 11:0-0:30, 11:0-0:30, 11:0-0:30, 11:0-0:30)",1,33.330921838,-111.983517949,Zipps Sports Grill,,85044,170,2.5,AZ
2117,1030 NW Grand Ave,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, yes_corkage, None, None, None, True, {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, {'dairy-free': False, 'gluten-free': False, 'vegan': False, 'kosher': False, 'halal': False, 'soy-free': False, 'vegetarian': True}, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, False, True, casual, None, True, True, 1, True, True, True, None, True, free)",Yol50D2sHVAmbBMAKeLMAQ,"Mediterranean, Restaurants, Greek",Phoenix,"(6:0-0:0, 6:0-22:0, 9:0-0:0, None, 6:0-22:0, 6:0-22:0, 6:0-22:0)",0,33.4547647,-112.0865171,Paisley Violin,,85007,57,3.5,AZ
2118,3800 E Sky Harbor Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}, None, None, True, None, None, None, False, casual, None, False, False, 1, False, None, True, None, None, free)",Ayt0hEO4siFH8h4lsCa4VQ,"Coffee & Tea, Restaurants, Bakeries, Breakfast & Brunch, American (New), Food",Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.4356341622,-111.997899633,Wildflower Bread Company,,85034,91,4.0,AZ
2119,8951 N 19th Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, None)",aL6HK8EBNMPUWm3zi8xtew,"Fast Food, Restaurants",Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.5669469,-112.0992265,Jack in the Box,,85021,10,2.0,AZ
2120,2819 N Central Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, True, False, 1, False, False, True, None, True, no)",sYmGrCydqABvGmundtZ6gg,"Pizza, Sandwiches, Restaurants, Chicken Wings",Phoenix,"(10:0-2:0, 10:0-0:0, 10:0-2:0, 10:0-0:0, 10:0-0:0, 10:0-0:0, 10:0-0:0)",1,33.4794817,-112.0736806,Domino's Pizza,,85004,38,2.5,AZ
2121,2627 W Deer Valley Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, False, 1, False, True, True, None, True, no)",uCHdWwomBaXwBkUww5kYGQ,"Breakfast & Brunch, Restaurants, American (Traditional), Diners",Phoenix,"(0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0, 0:0-0:0)",1,33.6834022,-112.1162183,Waffle House,,85027,65,3.5,AZ
2122,2935 E McDowell Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, None, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, True, True, 2, None, True, True, None, None, no)",biPAbciX6zfsfmTDozFrIA,"Ethiopian, African, Restaurants",Phoenix,"(11:0-18:0, 11:0-18:0, 11:0-18:0, None, 11:0-18:0, 11:0-18:0, 11:0-18:0)",1,33.465461,-112.017768,Al Aruba,,85008,7,3.0,AZ
2123,3914 E Chandler Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",6c4AW8WTpTA_xZYOrJx3Eg,"Fast Food, Chicken Wings, Chicken Shop, Restaurants",Phoenix,"(10:30-22:30, 10:30-22:0, 10:30-22:30, 10:30-22:0, 10:30-22:0, 10:30-22:0, 10:30-22:0)",1,33.3054,-112.0,KFC,,85044,47,1.5,AZ
2124,4715 E Cactus Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, no)",wfxmuA7LbKZKVLV58EiWBw,"Restaurants, Steakhouses",Phoenix,"(11:0-22:30, 11:0-21:30, 11:0-22:30, 11:0-21:30, 11:0-21:30, 11:0-21:30, 11:0-21:30)",1,33.5979824,-111.9793102,Outback Steakhouse,,85032,139,3.5,AZ
2125,"1027 E Washington St, Ste 107","(None, None, None, None, None, None, None, True, False, True, {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, False, None, None, None, None, 1, None, None, None, None, True, free)",yem1oUuZGl073Dlq_dMKIQ,"Restaurants, Breakfast & Brunch, Food, Coffee & Tea",Phoenix,"(8:0-15:0, 8:0-15:0, None, None, 8:0-15:0, 8:0-15:0, 8:0-15:0)",0,33.447987,-112.0592962,GreaterThan Coffee,,85034,25,4.5,AZ
2126,4000 E Sky Harbor Blvd,"(None, None, full_bar, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, very_loud, None, False, casual, None, False, False, 2, False, True, True, None, True, free)",B1jlDEUrVyPgR4vOMnaiKQ,"American (Traditional), Restaurants",Phoenix,"(6:0-21:30, 6:0-21:30, 6:0-21:30, 6:0-21:30, 6:0-21:30, 6:0-21:30, 6:0-21:30)",1,33.4360502,-111.994973,12th Fairway Bar & Grill,,85034,22,2.0,AZ
2127,5030 E Ray Rd,"(None, None, None, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, None, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, None, None, False, casual, None, True, True, 1, False, False, True, None, None, None)",zqSfx9k2Pe33UDHmfa_fcg,"Sandwiches, Restaurants, Cafes",Phoenix,,1,33.3217349,-111.975816,HoneyBaked,,85044,9,4.5,AZ
2128,9226 N 7th St,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, False, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, False, 1, False, True, True, None, None, no)",nXQWBN0ojBqg_HXh0J2AFA,"Pizza, Restaurants",Phoenix,,0,33.570699,-112.0656091,Cardinal Pizza,,85020,5,3.5,AZ
2129,2502 E Camelback Rd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}, False, no, {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}, None, True, False, None, None, False, None, False, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, False, True, {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}, quiet, None, True, dressy, None, False, True, 3, True, True, True, no, True, free)",ymtJtXwsJUClLNDepV1piQ,"Seafood, Bars, Steakhouses, Wine Bars, Nightlife, Restaurants, American (Traditional)",Phoenix,"(11:0-23:0, 11:0-22:0, 17:0-23:0, 17:0-21:0, 11:0-22:0, 11:0-22:0, 11:0-22:0)",1,33.51023428,-112.027200992,The Capital Grille,,85016,392,4.5,AZ
2130,3243 N 3rd St,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 2, False, True, True, None, None, free)",ehPtiTNRxZYCv0wjAWMXew,"Breakfast & Brunch, Food, Coffee & Tea, American (New), Restaurants",Phoenix,"(6:0-14:0, 6:0-14:0, 6:0-14:0, 6:0-14:0, 6:0-14:0, 6:0-14:0, 6:0-14:0)",0,33.4854091,-112.0691904,O to Go Coffee Bar,,85012,7,4.5,AZ
2131,4356 W Thunderbird Rd,"(None, None, beer_and_wine, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, None, None, quiet, None, False, casual, None, False, True, 2, True, True, True, None, True, None)",lkHSRUAv1Jv-U4F8ayzk0A,"Pizza, Restaurants",Phoenix,,0,33.611161,-112.153974,Ristorante Paesano,,85003,8,3.0,AZ
2132,4102 N 24th St,"(None, None, none, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, False, casual, None, False, True, 1, False, False, True, None, True, no)",xywadi1Prn2yEolyVoss6w,"Restaurants, Fast Food, Sandwiches",Phoenix,,1,33.4953804557,-112.030713104,Subway,,85016,9,3.0,AZ
2133,2131 E Camelback Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, True, True, 1, False, False, True, None, None, free)",5d8oCuD4TlaDjBGMnDD0HQ,"Fast Food, Breakfast & Brunch, Restaurants, Soup, Sandwiches, Salad, Delis",Phoenix,"(11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0, 11:0-21:0)",1,33.508677,-112.035782,Potbelly Sandwich Shop,,85016,139,4.0,AZ
2134,3400 E Sky Harbor Blvd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, False, 1, False, False, True, None, True, free)",ux6FCssPmLx5LrWzTHvxWg,"Bakeries, Restaurants, Sandwiches, Breakfast & Brunch, Food",Phoenix,"(6:0-6:0, 6:0-6:0, 6:0-6:0, 6:0-6:0, 6:0-6:0, 6:0-6:0, 6:0-6:0)",0,33.4340373112,-111.994361021,Paradise Bakery & Cafe,,85034,110,3.0,AZ
2135,4550 E Cactus Rd,"(None, None, None, None, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, None, None, None, False, None, None, None, False, None, None, False, False, 1, False, None, True, None, None, None)",8FtVVxG4ovmIlvOCtKziZw,"Food Stands, Food, Pretzels, Restaurants",Phoenix,,1,33.6021872,-111.9836094,Auntie Anne's,,85032,4,3.0,AZ
2136,2435 E Bell Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, False, None, None, None, None, True, None, True, None, None, None, False, None, quiet, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",VvYRWkQ7u1vVHJYjLhkRlQ,"Restaurants, Tex-Mex, Mexican, Fast Food",Phoenix,"(7:0-1:0, 7:0-0:0, 7:0-1:0, 7:0-0:0, 7:0-0:0, 7:0-0:0, 7:0-0:0)",0,33.64024,-112.029534,Taco Bell,,85032,3,2.0,AZ
2137,"3131 E Thunderbird Rd, Ste A10","(None, None, none, None, None, None, None, None, None, True, None, None, False, None, None, None, None, False, None, False, None, None, None, False, None, very_loud, None, False, None, None, False, False, 1, False, False, True, None, None, no)",RAxetR8cu3UXNC6Hf-XGgg,"Restaurants, Fast Food, Sandwiches",Phoenix,,1,33.611186,-112.014662,Subway,,85032,3,1.0,AZ
2138,10637 N Tatum Blvd,"(None, None, full_bar, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, False, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, False, None, None, False, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, True, None, average, None, True, casual, None, False, True, 2, True, True, True, None, True, free)",m2zASwlOL2vecCKHfmGAnQ,"Restaurants, American (New), American (Traditional), Breakfast & Brunch",Phoenix,"(11:0-14:0, 16:0-21:0, 16:0-22:0, 16:0-21:0, 16:0-21:0, 16:0-21:0, 16:0-21:0)",1,33.5842663,-111.9767865,Rusconi's American Kitchen,,85028,588,4.5,AZ
2139,"4645 E Broadway, Ste 101","(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, False, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, True, None)",BZhmsHFyyj_mKkBdPvIgAw,"Sandwiches, Restaurants, Delis",Phoenix,"(7:30-18:30, 7:30-18:30, 10:0-15:0, 11:0-16:0, 7:30-18:30, 7:30-18:30, 7:30-18:30)",1,33.4071189,-111.9812754,Port of Subs,,85040,22,3.5,AZ
2140,1909 West Deer Valley Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, True, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",okX1jSK4-4uPdglVFNYhSw,"Tex-Mex, Restaurants, Mexican, Fast Food",Phoenix,"(7:0-1:0, 7:0-0:0, 7:0-1:0, 7:0-0:0, 7:0-0:0, 7:0-0:0, 7:0-0:0)",1,33.683674,-112.100217,Taco Bell,,85027,34,4.0,AZ
2141,1705 E Indian School Rd,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}, None, None, True, None, average, None, False, casual, None, False, True, 1, False, False, True, None, None, no)",OPFoX64eLMA9QZDjOLLVQg,"Mexican, Restaurants",Phoenix,"(6:0-0:0, 6:0-0:0, 6:0-0:0, 6:0-0:0, 6:0-0:0, 6:0-0:0, 6:0-0:0)",1,33.4943052,-112.044686,Regio's Mexican Food,,85016,81,4.5,AZ
2142,"3039 W Peoria Ave, Ste C-105","(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, True, no)",S6BixeT6xkktY3keKSyYrQ,"Mexican, Fast Food, Tex-Mex, Restaurants",Phoenix,"(10:45-23:0, 10:45-23:0, 10:45-23:0, 10:45-23:0, 10:45-23:0, 10:45-23:0, 10:45-23:0)",1,33.5813937,-112.1252007,Chipotle Mexican Grill,,85029,82,3.0,AZ
2143,8941 N Central Ave,"(None, None, none, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, True, None, None, None, None, False, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, True, casual, None, False, True, 1, False, False, True, None, None, no)",p_-fGCrpUQZXSO6sGAs6Tg,"Fast Food, Middle Eastern, Restaurants",Phoenix,"(10:30-19:0, 10:30-19:0, 10:30-17:0, None, 10:30-19:0, 10:30-19:0, 10:30-19:0)",1,33.567452,-112.073536,Gyros on Central,,85020,42,4.0,AZ
2144,1720 E Camelback Rd,"(None, None, full_bar, None, None, no, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, True, casual, None, False, True, 2, True, True, True, None, True, None)",dAvcyy08flqhFIzOIdg2UA,"Sushi Bars, Restaurants, Seafood",Phoenix,"(11:0-21:30, 11:0-21:30, 11:0-22:0, 11:0-21:30, 11:0-21:30, 11:0-21:30, 11:0-21:30)",0,33.5101676,-112.0449114,Fish Market Restaurant,,85016,31,3.0,AZ
2145,4901 E Ray Rd,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}, None, None, None, True, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, True, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}, None, None, False, None, average, None, True, casual, None, True, True, 2, False, False, True, None, None, free)",cUGyI6ZrMXOAMn5EIiHhtw,"Sandwiches, Breakfast & Brunch, Restaurants, Salad",Phoenix,"(10:30-21:0, 10:30-21:0, 8:0-21:0, 8:0-21:0, 10:30-21:0, 10:30-21:0, 10:30-21:0)",1,33.3193738,-111.9778197,Modern Market Eatery,,85044,132,4.0,AZ
2146,2333 E Osborn Rd,"(None, None, beer_and_wine, {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, False, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, None, None, False, None, average, None, False, casual, None, False, True, 1, False, True, True, None, True, no)",9vMQMbmfXl1qC8iJECEWjw,"Diners, Restaurants",Phoenix,,0,33.4872648,-112.0308423,Linda's On Osborn,,85016,26,3.5,AZ
2147,3923 E Thomas Rd,"(None, None, none, None, None, no, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}, None, None, None, None, None, None, None, None, True, {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, None, None, None, None, None, None, False, casual, None, False, True, 1, False, False, True, None, True, None)",K0bATHPukH_xjjphVhNGjg,"Restaurants, Hot Dogs",Phoenix,,0,33.479889,-111.997771,Da Chicago Dog & Subs,,85018,5,3.0,AZ
2148,4550 E Cactus Rd,"(None, None, None, None, None, None, None, None, None, True, {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, None, None, None, None, None, None, None, None, True, None, None, None, None, None, None, None, None, casual, None, None, None, None, None, None, True, None, True, None)",bVnghr_J0iXtAowceuAdlg,"Restaurants, American (Traditional)",Phoenix,,0,33.6021872,-111.9836094,Ruby Tuesday,,85032,5,4.0,AZ
